GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
2605,-27.90330505,-11.64347839,47.23752975,53.99784851,83.42728424,16.10796928,43.28838348,47.59051895,2605,-64.64712524,24.27827263,-13.08871174,89.22472382
2606,-3.395365,-45.17105103,48.87265015,54.12889099,86.3990097,12.1687355,-10.49453259,-22.13674545,2606,-17.70651245,-12.57727337,-5.940009117,83.86477661
2607,48.31887436,-42.65258026,70.91812134,25.25889015,84.34980774,9.304696083,-32.87865829,58.85308838,2607,72.54055786,-35.28742218,-15.6077528,89.19903564
2608,39.38693619,-54.60032654,69.33953094,31.3220253,82.67803192,13.51165199,-58.06015015,-7.017379761,2608,-3.553578615,-27.53953171,-11.6378479,86.29943848
2609,-53.24282837,-30.33672333,51.22366333,52.14227295,83.17181396,16.17434311,-9.854668617,-26.04861832,2609,-37.97423553,13.95332623,-20.66222763,88.26692963
2610,22.59493446,-56.13491821,92.89884186,-3.15514493,60.777565,-57.93429184,35.22050858,26.88743591,2610,-22.27936554,-56.59570694,-12.73989582,90.36589813
2611,-28.19137573,-37.25045395,51.44820023,53.01830292,86.39987183,12.8038578,30.32145119,-26.43237877,2611,-14.81247711,42.9550972,-17.85673714,91.29135895
2612,1.017766953,-2.086671591,57.17214203,41.08673096,78.60702515,17.44269753,58.97799683,44.62617111,2612,-58.7159462,42.56845093,-12.15773392,89.8181839
2613,44.90618896,-59.04535675,68.71882629,31.7217083,82.05039215,14.55965137,-7.535214901,-16.5255127,2613,28.14321899,-18.5468502,-66.86494446,36.35639572
2614,-6.188822269,-3.047976017,86.73171997,2.90135622,71.25393677,1.495380998,-12.87548923,35.27170181,2614,-64.30794525,33.46819687,-12.97886562,89.74008179
2615,-53.98272324,-34.4956665,51.0361557,51.92637634,82.1544342,16.84866333,9.443662643,-13.89829636,2615,47.73941803,-21.64528656,-10.57858944,93.74006653
2616,33.28168488,-32.88814926,72.11380768,26.70154381,88.58421326,7.429481983,23.50334549,-33.87685394,2616,46.23952103,-55.72844315,-12.16353703,90.66971588
2617,10.91134262,-39.22800446,70.70454407,30.90029907,88.11289978,11.24798965,29.60843086,-14.48770428,2617,20.47929764,-65.73590851,-10.0780201,91.53996277
2618,-55.1323204,9.08798027,50.21276855,54.15538788,88.33063507,7.728738308,17.52017593,63.88259506,2618,-65.50850677,-15.92663383,-12.71921825,91.95818329
2619,18.55895042,-49.70308685,72.30510712,32.27873993,88.56550598,6.304451466,13.51556396,50.18043518,2619,-19.88589668,-69.45146942,-13.44006824,88.96949768
2620,21.44348907,-57.77537918,70.93274689,30.11077118,88.05376434,11.57272053,-50.35433578,4.302690029,2620,-22.30397034,-65.0788269,-11.56372738,93.47568512
2621,-17.47755432,-64.84238434,70.61968231,30.48182297,86.65516663,11.33201122,-30.8241787,37.11660004,2621,-2.543236732,-50.62316132,-5.309527874,83.67793274
2622,-16.16254234,-65.51502228,72.03310394,24.27780342,87.13739014,4.666950226,51.20926285,62.01154709,2622,-3.407238483,-60.08273315,-16.06171989,87.8507843
2623,45.68964386,-41.10373306,73.59822845,22.6659832,87.67842865,0.313340873,-3.983801126,-10.05578709,2623,31.0255909,-33.47639084,-13.00482178,93.51359558
2624,29.22893906,-21.47558403,71.80249023,33.87501144,89.64578247,6.101252556,21.99419022,-34.653759,2624,63.78564072,-40.77707672,-15.57075882,87.37537384
2625,-7.05094099,-82.23612976,70.7387085,34.62518692,83.82308197,15.26544285,-27.59679413,56.76535797,2625,6.270371914,-82.63851929,-17.60177422,88.59507751
2626,-14.09287071,-79.6870575,87.17585754,2.497793674,80.22690582,-9.100721359,-12.30389404,0.525889099,2626,-3.940216064,-79.82830048,-10.74575996,89.14226532
2627,25.72491074,-27.09506798,71.00100708,29.76571083,87.66318512,10.67507839,23.68284416,75.77957153,2627,54.02862167,-58.38231659,-13.34905529,91.79640198
2628,-2.069069862,-80.30800629,71.40145111,30.09026909,87.36231232,10.48367405,-31.37247467,58.58682632,2628,-7.454400063,-81.74058533,-81.66284943,1.438529134
2629,46.08942413,-39.73827362,51.02478409,51.91047287,81.99462128,16.88420105,-12.32465076,39.31532288,2629,45.59568024,-48.75853348,-14.71051216,86.80311584
2630,8.90855217,-34.38254929,69.95817566,28.28800392,83.4635849,13.26704407,3.479795456,-10.41704845,2630,28.82045555,-59.06298065,-11.64687634,89.74622345
2631,-17.57384682,-41.57838058,86.95320892,2.647423983,79.80751038,-7.508096218,4.76734972,-29.12599373,2631,-35.43260956,-12.49998856,-49.90176392,3.301808119
2632,-20.96565056,-63.58390045,51.27490616,54.34833145,88.48556519,4.939266682,49.55170822,58.36183167,2632,-3.710210323,-51.50007248,-17.7274971,91.16013336
2633,7.668128967,-12.81952477,70.89328766,25.43631172,85.06961823,8.757331848,-18.16254616,-16.74630165,2633,58.91313934,-9.292696953,-17.69535637,90.30033875
2634,-21.28020287,-61.5972023,71.88713837,33.64920425,88.45042419,6.030702591,6.299319744,-17.24423218,2634,-16.0933876,18.82478333,-21.19979286,89.57331085
2635,1.23862946,-75.89886475,92.90544891,-2.723544359,35.04743958,-75.75218201,18.19112206,67.7676239,2635,-12.8650856,-81.56188965,-20.38729477,88.94916534
2636,23.20531845,-61.80944824,70.47943878,30.54812241,85.89832306,11.32791328,54.47119522,59.05162048,2636,-23.53398514,-54.77237701,-17.31658173,88.52056122
2637,-8.176685333,-65.71035004,51.41424942,52.96603775,88.65042877,11.28361893,34.81467438,-17.94148827,2637,-17.09770584,-72.97171783,-16.95082474,89.3894577
2638,-1.088788629,-70.44578552,71.12435913,34.31015396,85.6891098,11.87343407,28.36096764,73.5900116,2638,-15.57044029,-77.61728668,-17.57077217,90.3855896
2639,-4.374825001,-79.11153412,72.13962555,23.69860458,86.78318024,4.895919323,21.12754059,44.95088196,2639,-5.593240738,-80.59249878,-17.49002647,89.7918396
2640,-26.90244102,-13.2871151,69.39128876,28.84102821,81.24047852,14.30619621,-5.176551342,-5.636739254,2640,-50.50189972,36.64584351,-18.24031258,90.33395386
2641,-21.07984352,-40.06220627,70.47505951,31.29432106,87.50634766,11.63086224,28.06987381,-31.96677399,2641,42.8878746,43.254879,-18.91928673,91.222229
2642,22.95581055,-11.94264507,70.2549057,31.05472374,85.17868805,12.9148798,21.58621407,44.51604843,2642,68.61937714,-21.96072769,-17.28472328,91.54776001
2643,16.05572319,-40.76059723,73.3396225,31.66329575,87.25593567,4.642103195,24.09145355,72.52923584,2643,13.46537209,-66.7983551,-18.243536,88.49285889
2644,-29.8951149,-34.81430817,71.3970108,30.45959282,88.93793488,9.435773849,10.05612183,-42.49686432,2644,-13.3279953,42.69260406,-13.88661289,92.28142548
2645,5.302213192,-13.5292635,51.57719421,52.84475327,89.62271881,10.04647446,-6.859287739,-51.84636307,2645,61.40192413,-16.45902824,-16.82113457,88.16610718
2646,-12.13671398,-43.73532867,72.27923584,26.6279583,89.01733398,6.803897858,-3.995760202,-19.99387741,2646,-32.90643311,-11.02402973,-21.12230301,89.36321259
2647,-30.71898651,-33.79321289,67.22709656,31.88222313,79.1680069,17.00786972,-12.34544468,80.84703827,2647,-11.6657505,42.03284836,-17.76550674,88.25860596
2648,2.30997014,-89.9802475,71.35466003,32.496521,89.17460632,8.754597664,59.35035324,40.73900223,2648,8.77187252,-78.12309265,-20.41711617,88.86346436
2649,43.57546997,-59.39031601,76.39067841,19.46157074,87.31916046,-1.695546269,-10.75384808,58.39280701,2649,18.52319527,-20.72047997,-17.78843689,90.84844971
2650,-8.472840309,-44.99564743,89.80422211,-2.54127121,54.71505356,-52.51693344,50.98826981,64.73154449,2650,-31.86048889,-11.40950871,-19.23379898,88.11494446
2651,17.01206207,-64.11758423,77.2978363,18.81887436,86.66832733,-2.169518232,-11.38764381,18.37192345,2651,-26.71310616,-66.42622375,-21.50159073,89.78283691
2652,3.296671867,-78.02785492,72.16775513,26.09702492,88.10533142,6.127723217,-2.574088812,-10.62145901,2652,-9.852807999,-83.75670624,-13.73304176,92.52559662
2653,-28.83366203,-17.21631432,73.60409546,22.89895058,87.87149811,0.92783308,25.67422867,-27.98147583,2653,-46.36307526,36.99287415,-17.00855637,89.31918335
2654,23.58119774,-40.77955627,72.76248932,25.667202,89.18733215,5.599411488,63.24084091,45.5286026,2654,11.48753738,-40.05302048,-20.65451813,90.56475067
2655,-11.62349987,-50.29779434,70.61302185,25.6827507,84.63090515,9.415189743,-46.17841721,2.353132248,2655,-35.79153061,-36.10229111,-17.56037712,88.4105072
2656,-27.178936,-40.9825592,73.60071564,24.35648537,88.8176651,1.993087411,18.98066521,40.69486618,2656,-22.0573616,31.16440392,-19.31712532,90.15405273
2657,21.23269272,-9.062853813,72.56344604,23.81024551,87.92481995,5.094551086,-22.97838974,32.82756042,2657,61.25307465,-8.157643318,-18.6787796,89.87427521
2658,-17.49143028,-79.5745697,86.69132996,3.764437914,79.8921051,-7.44907856,46.6922493,43.8138237,2658,0.45283857,-75.80258179,-19.56298065,90.27598572
2659,-24.44233513,-72.94911957,72.79502106,26.74909973,89.7984848,7.253275394,-11.70775127,-5.94414854,2659,-1.270176649,-49.98217392,-17.95889282,88.40015411
2660,20.88508987,-21.0530777,73.85887909,24.60314178,89.37446594,0.075174399,-8.042316437,-51.83136749,2660,59.97090149,-52.73340225,-21.12680435,91.2199173
2661,3.241394758,-77.60782623,71.76792908,30.03793907,89.13046265,7.338139057,48.17241287,65.1858139,2661,-11.39648819,-84.28295135,-20.88848877,91.04354095
2662,-26.13177872,-40.90500259,86.92845154,3.059914351,80.89068604,-8.198279381,8.209111214,27.17251778,2662,-15.54243088,32.88539505,-20.45874977,90.04766846
2663,35.43338776,-22.79900551,73.01374054,30.7011795,88.93839264,5.292797565,58.22898483,57.44039536,2663,60.06852341,-47.88105392,-49.86162186,3.070470333
2664,5.726383686,-47.41612244,51.90280914,53.19106674,88.390625,10.93988037,-2.469888926,83.73547363,2664,-5.485789776,-29.19776344,-61.4754982,0.964913785
2665,-27.6274395,-1.885336995,71.5218277,31.46248055,89.24685669,7.645885468,-21.85040855,58.42422104,2665,-68.60424042,18.3761673,-18.01273727,88.87569427
2666,28.05992126,-13.60480595,70.92668152,34.33638382,87.56211853,12.30609798,0.270547122,0.412872851,2666,67.22293091,-38.81206894,-61.4756012,0.964918196
2667,-16.12624741,-52.67394257,72.12973785,33.74948883,88.88685608,4.700113773,42.6506424,-57.88116837,2667,-7.001309872,-53.29124832,-17.49666023,87.59183502
2668,-14.64074898,-64.56078339,72.89022064,25.4802494,88.59446716,3.945684433,-5.251110077,-9.267119408,2668,-4.565129757,-56.21452713,-18.36475182,89.02124786
2669,-35.8084259,-75.3211441,52.25526428,53.25582504,89.25732422,9.455114365,-9.168031693,-10.84870434,2669,-25.51103401,19.88419914,-21.33687592,91.01318359
2670,18.71121025,-50.87773514,69.97086334,26.56974792,82.13981628,13.0267601,9.539205551,-38.06596756,2670,-20.34231949,-70.50493622,-21.23602295,91.14820862
2671,5.683311462,-10.20310307,75.13726044,21.66662979,87.75173187,-1.233606339,10.02658844,-32.58240128,2671,62.87988663,-17.13410378,-19.02706718,89.09806824
2672,-30.53344154,-34.41497803,52.46491623,53.38488007,90.25041199,6.815198421,7.451728821,45.54479599,2672,-14.32841587,43.51015091,-48.2684288,-0.791380048
2673,-53.26877975,-12.13366127,75.28263855,21.51973534,87.37782288,-1.514594316,10.10211945,55.01834869,2673,53.95164108,-17.47132874,-76.32041931,-43.94142532
2674,2.545470715,0.388553977,77.4777298,18.92269325,86.48210907,-3.693614244,12.19727325,-14.42318439,2674,-67.73246765,32.8532486,-69.68578339,-41.3330307
2675,-33.16654968,-32.12285995,71.07765961,28.58583641,88.26650238,11.73507118,20.62138176,-21.36397362,2675,-25.28779221,56.13056564,-49.56476974,1.62351191
2676,24.70979881,-16.45968056,72.33841705,31.04418373,89.72003174,5.587692261,-10.06708622,61.52918243,2676,65.67862701,-39.10255432,-49.46525574,1.062112331
2677,2.301318645,-80.73715973,92.91588593,-2.567784309,30.22740173,-79.6414032,14.66559315,-26.13465691,2677,7.743416309,-83.57352448,-73.2950592,-47.53183365
2678,28.13472176,-62.8696022,77.64927673,18.45497131,86.64154053,-2.179218292,11.72743702,44.47296524,2678,-18.97335434,-41.65563583,-48.95111084,0.264056742
2679,17.06373978,-59.92119598,71.82048798,31.22131729,88.76610565,7.273569584,-12.12302113,81.51064301,2679,-22.46274757,-68.67070007,-69.69403076,-41.31987762
2680,0.935148835,-25.18643951,87.14955902,4.072309494,44.76367569,-39.55533981,-32.70532227,-39.82400131,2680,50.52377319,-31.78881836,-53.46950531,-33.38797379
2681,31.35966301,-21.88855171,73.58412933,25.52848434,89.21455383,0.103453211,16.2133007,-24.30012512,2681,69.07076263,-32.51115417,-48.05005646,-1.193396091
2682,30.63607979,-51.77228165,74.21646881,23.27714729,88.80704498,-0.525110662,27.93505478,73.74349976,2682,-19.25253296,-42.59196854,-47.94529343,-1.19928956
2683,40.1054039,-40.79232025,86.8863678,5.522438049,83.02592468,-8.351184845,7.355269909,-35.90813446,2683,26.06293297,-28.11912727,-48.24195862,-0.821258664
2684,8.619564056,-83.96703339,86.88715363,6.141089439,82.96308899,-8.340052605,4.217311859,-20.07074547,2684,14.2221508,-72.1667099,-68.75241089,26.51580238
2685,-27.19708633,-15.27243233,76.98815155,19.40153122,86.72942352,-3.401747942,-13.63990593,-12.0439024,2685,-45.15727234,41.32771683,-69.82250214,-42.24061966
2686,40.47508621,-52.90499115,74.07041168,23.3581028,88.62429047,-0.19069621,4.057352066,-24.06472969,2686,6.184029579,-23.61385727,-53.17695236,-33.41529465
2687,0.901938975,-53.42303848,74.00743103,23.74313736,88.96868896,-0.203450561,3.429385185,-23.06136894,2687,-27.42439842,-37.36030579,-56.23338699,-32.65631104
2688,20.31119919,-41.04584122,74.50643158,22.72288895,88.54197693,-1.062109351,13.56407166,-25.741539,2688,-15.7105608,-54.91586685,-73.17733765,-51.51810837
2689,23.61052895,-12.33759689,74.74588013,22.3933754,88.54620361,-1.621170044,48.33203125,58.08808517,2689,69.34225464,-22.41713905,-71.66132355,-51.16054916
2690,32.94895554,-65.52791595,73.88605499,24.72519493,88.98936462,-1.00359714,-21.78729248,-47.13901901,2690,-14.08133316,-29.43682289,3.783907175,17.48654175
2691,-25.66890717,-34.64295578,72.62154388,28.78421211,90.22871399,5.289655685,21.57247543,67.82252502,2691,32.26647568,33.91266632,62.89815903,30.67232704
2692,-18.33691597,-62.89107513,78.38690186,18.01955986,85.27905273,-4.544206142,-12.19451141,18.97932053,2692,-5.279411793,-56.09544754,12.65990925,-7.671463013
2693,42.43040466,-53.14170837,72.15652466,29.48256493,90.23796844,7.078155994,-10.2982254,-53.83050537,2693,18.84430885,-21.83321571,60.53017044,50.38630295
2694,9.519497871,-84.83908844,76.75571442,19.30476379,87.3587265,-2.685605288,23.72657394,75.2056427,2694,20.16479111,-66.37763214,29.02397728,33.57743835
2695,2.77312088,-47.5140152,87.01406097,5.383774281,82.97711945,-8.38322258,-43.18546295,0.859709978,2695,-12.00867653,-19.47815132,10.21059132,-11.99157715
2696,0.071536519,-80.53434753,78.27703094,18.14934349,85.56298828,-4.257217884,-11.03148556,-53.13001251,2696,-11.78897572,-84.54753876,-6.422835827,-58.94031525
2697,-12.14725876,-65.03746796,86.91762543,6.116576195,83.08399963,-8.436066628,16.61402893,-13.120368,2697,-10.91445732,-68.85289001,4.773612499,65.8449173
2698,-25.8818512,-34.76486588,74.07775116,23.6734581,89.08734894,-0.261108667,-6.400060654,27.74366951,2698,28.99478531,32.77690887,15.60854816,4.90252924
2699,3.742512465,-10.04811954,86.91507721,6.113136292,82.77658081,-8.329106331,-43.5296402,1.740106583,2699,59.96980667,-12.77492332,5.698095322,8.834280968
2700,24.21688843,-17.69409561,87.05606842,5.376070023,83.34529114,-8.696023941,-9.650706291,-17.12616158,2700,66.92320251,-34.25123978,60.34602356,57.35148621
2701,37.32270432,-27.12622452,72.06302643,33.61752701,89.80479431,5.594116211,6.452419758,-19.95212364,2701,57.32987595,-49.17299652,31.41976357,65.6171875
2702,21.25683594,-14.87201595,74.33393097,22.96387672,88.54987335,-0.582490265,46.77169037,57.0270195,2702,67.58590698,-22.46945763,-28.4842453,-27.99724197
2703,-14.26044464,-62.659935,78.25400543,18.48195267,85.56809235,-6.269665241,-26.69359207,56.8019371,2703,-34.92914963,-55.62331009,78.63329315,3.601871252
2704,3.977046728,-88.65830994,77.33631134,20.6395092,86.42534637,-3.449437857,-15.11918163,-25.79407501,2704,16.13570023,-70.50010681,25.96121025,13.11676884
2705,-5.24294281,-52.48561478,76.42685699,20.526474,86.96835327,-4.296620846,14.59294796,-44.50908661,2705,-29.71110535,-30.47440147,9.011622429,45.59371948
2706,42.80452347,-43.22660446,76.18154144,20.64020348,87.31149292,-3.637616396,31.24084473,68.73017883,2706,24.38794708,-23.03944206,4.963502884,40.47687912
2707,-10.96084785,-65.48674011,76.65364075,20.39713097,86.79937744,-4.553164959,27.90157509,-21.74381256,2707,-12.20094299,-71.89293671,-28.70299911,-10.37520409
2708,30.89522743,-49.82995987,77.97614288,18.48352242,85.99100494,-3.932553291,32.58515549,-25.00905418,2708,-14.22803211,-40.2476387,-12.89125061,-17.90058517
2709,-5.41583395,-14.71032619,76.77883911,20.49481773,86.3945694,-5.922170162,-1.00124526,62.81879807,2709,58.35650253,-16.39307404,-28.74911118,33.56949997
2710,3.532907486,-90.16101837,76.83853149,20.40951538,86.44785309,-5.704290867,4.856534481,-18.38531494,2710,14.47943592,-73.29632568,-15.04217625,-15.28796387
2711,36.91670609,-30.99599266,78.43797302,18.15123749,85.24616241,-6.411596298,1.29349637,-45.08757019,2711,27.48998833,-32.24843597,59.69108963,25.24726295
2712,27.14432144,-39.72256088,87.1428833,4.244183064,44.70290375,-39.6843338,12.66232204,53.89784622,2712,11.76889133,-39.94687653,-17.53987694,-41.6427269
2713,16.44041824,-18.64668465,89.9590683,-1.064006448,28.52830887,-75.23344421,-27.92721939,-26.96654701,2713,62.88444138,-36.67842102,-50.53324127,0.40014413
2714,19.92317581,-9.635414124,76.88311768,19.89848328,86.73184967,-3.626569748,66.04162598,2.926647902,2714,61.99356461,-7.011895657,4.446866512,39.22386932
2715,31.418787,-27.0874958,89.95907593,-1.064005017,28.52808189,-75.23352814,17.51520157,61.74916458,2715,48.15226746,-57.13140869,28.9155159,63.10578918
2716,-3.763084173,-56.16491699,78.6295166,17.55792236,84.90105438,-4.545131683,-4.889091492,-28.07595825,2716,-32.12059784,-53.99659729,53.14088821,19.79165268
2717,-6.158373833,-3.255150318,77.98987579,18.53465271,85.79705048,-4.322493076,2.246168852,-32.06173325,2717,-65.80020142,32.36679459,-9.229893684,88.38955688
2718,36.42925644,-49.0448761,78.44415283,18.5575695,85.69838715,-7.024147987,32.68980408,-15.76231194,2718,-13.39726257,-38.60939789,26.81278801,32.13217545
2719,43.3158493,-61.94164276,77.37606049,19.92676163,86.15567017,-6.21075058,-4.257450104,-9.64731884,2719,5.598044395,-23.9118309,71.49583435,4.724642754
2720,1.159418464,-8.810139656,78.23239899,18.28296089,85.4601593,-4.803846359,24.12607002,76.42703247,2720,-50.76120758,43.68563843,16.07529831,63.74006653
2721,44.94678879,-42.92951584,87.46872711,3.058601141,24.27706146,-60.68756104,-9.956130981,-53.03723526,2721,32.23828125,-32.86250305,-14.44294167,-3.589790821
