GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
2246,16.22978783,-61.94421768,-29.0953598,41.12652588,3.227318287,13.40496826,0.676792562,39.88867188,2246,37.08597183,-48.98421478,51.6652298,-6.055565357
2247,23.84223366,-46.97121429,-29.77251244,44.41781616,-11.60450649,34.93320084,12.17553329,48.73626709,2247,53.15336227,-60.24069595,27.49931908,-44.1558342
2248,19.60874367,-56.8208313,-29.69007111,44.4990921,-10.87336731,26.67926407,11.69435406,48.56234741,2248,49.93906784,-61.17568207,35.94420624,-24.62382698
2249,25.97489548,-60.79681015,-28.30256844,47.96662521,0.367956907,42.6974678,12.28487396,48.28644562,2249,55.00720215,-60.87302399,31.35004044,-49.67572021
2250,26.87227821,-47.84354019,-18.78107643,55.029953,10.0147562,52.98386383,-9.278625488,13.56859589,2250,43.37479401,-19.42788696,54.06687546,-62.37309647
2251,26.87227821,-47.84354019,-12.93913841,46.20190811,10.0147562,52.98386383,11.336339,1.956173062,2251,64.98819733,3.645428658,54.06687164,-62.37308884
2252,20.86111641,-51.07875061,-11.26673412,38.95207977,-12.00092125,25.89973068,20.60738373,5.933915615,2252,65.88771057,20.28290558,34.48991776,-25.43987465
2253,19.8297863,-49.32987595,-11.03778934,38.91061401,-8.418837547,12.03749371,46.75488281,4.8137784,2253,64.9598465,22.13712692,47.19120789,-17.59935951
2254,20.67375183,-48.47396469,-13.4627037,36.95016098,-12.28367615,16.79997063,15.18135357,5.286107063,2254,62.475914,10.69966793,36.60550308,-21.86293983
2255,15.86688709,-49.41609573,-20.43041801,45.18770218,-2.133240938,3.372073889,0.755375803,15.28725147,2255,49.14426804,-19.89110947,57.97886276,-9.043640137
2256,13.15351582,-42.97606277,-14.17828083,38.29621506,25.21896935,6.355653763,14.45058155,3.150370836,2256,63.51236343,9.916229248,69.6838913,5.687962532
2257,11.12508869,-40.4799881,-15.19549847,33.38662338,50.79616165,11.76146317,54.11542511,-0.605978608,2257,61.91784286,11.20053196,72.50842285,18.72865868
2258,11.27361393,-43.47872162,-8.527524948,42.41941833,47.44514465,9.491348267,-42.04323959,-11.37289429,2258,49.7241745,24.13286018,71.34807587,18.7439003
2259,8.272161484,-47.94238281,-8.620361328,42.82117462,58.84815216,13.44309425,-17.52190399,-24.83576775,2259,65.56140137,19.29033089,61.14434052,32.09318924
2260,11.53532314,-41.64028549,-27.81413078,40.39582825,38.97277832,7.537999153,-6.598206997,19.85817337,2260,35.83314133,-30.81168938,71.66825104,14.03810501
2261,17.24315834,-44.02608871,-32.12136841,38.8606987,-6.152611732,7.968842506,11.30259705,41.8510704,2261,53.78497696,-57.1431694,50.97721481,-16.62602425
2262,23.80237198,-47.13981247,-32.15615845,39.28409195,-11.20449066,34.66183853,10.43087959,14.21967602,2262,39.36431885,-49.32992554,27.03889465,-42.97917557
2263,23.89001465,-47.38332367,-30.32472801,33.33728027,-6.494226456,39.57516479,7.03472805,15.61346054,2263,38.70397949,-37.05715942,28.48838806,-46.62638855
2264,28.5005188,-54.93606567,-30.36592674,33.42285538,6.270892143,50.20118332,-3.667304039,23.39934921,2264,35.88151169,-40.27722168,44.60837936,-60.48929977
2265,29.96364975,-53.70536423,-32.02946472,38.75252914,15.00992775,55.72506714,13.02711296,46.04232407,2265,54.78687286,-58.53473282,61.57911301,-60.81828308
2266,30.11947823,-53.16323471,-28.97041512,40.68358231,17.24464417,57.28817749,-4.763037205,32.42461395,2266,34.46300507,-42.04748154,65.75654602,-58.95531845
2267,29.63669586,-57.48444366,-25.15645409,34.14780045,11.78684807,53.68859863,-5.749714375,19.64621735,2267,44.05614471,-22.84775734,56.74954224,-61.3777504
2268,28.26286316,-55.64694214,-25.26801491,34.61513901,4.956647396,49.27943039,0.799500942,17.41974068,2268,41.78418732,-25.81309319,43.89099503,-60.06328201
2269,28.00351715,-51.36795044,-28.02303886,46.56033707,4.269881725,49.71996689,4.706382751,45.09297562,2269,44.59499741,-59.46055984,44.92668533,-61.21759033
2270,23.76490021,-47.17364502,-28.90828705,48.15856552,-12.75084972,33.73373413,14.29873085,54.4257431,2270,62.12018967,-60.03593826,27.3427372,-43.55944443
2271,17.26098824,-43.89904022,-26.25895691,45.74887466,-3.084096909,3.107372761,-4.931702137,34.24328232,2271,30.94128418,-48.51282501,50.83316803,-16.60860252
2272,11.72732449,-41.16173935,-25.09788132,45.06321716,44.11377716,10.58328152,-5.697945595,21.23754883,2272,35.4331398,-29.3459053,71.84138489,14.17891216
2273,10.65266037,-44.67335892,-25.41900253,45.38050079,49.05246353,10.24956512,1.394340992,23.59016991,2273,32.43170547,-40.84628677,69.78601074,22.83158684
2274,9.979483604,-53.8027153,-23.47782898,52.55728912,40.25300598,4.229457378,-5.244179726,33.42248917,2274,31.71612358,-50.47432327,67.33263397,20.58841896
2275,13.52105331,-52.64343262,-21.08612442,52.78614044,7.701858997,3.640958786,-6.894778252,19.33464813,2275,32.55158615,-28.9655323,62.33281326,3.26568079
2276,20.46559906,-51.31770325,-17.76955986,52.46722031,-12.1695137,19.35765457,6.855516434,7.688464642,2276,49.97562408,-18.01470757,36.52270508,-23.47831726
2277,11.52590084,-51.03254318,-10.83766174,47.75336838,13.20016193,-2.320634127,44.58328247,4.811522007,2277,69.28805542,15.18821907,69.54250336,10.1525507
2278,10.30715847,-52.81233978,-8.271224976,47.5409317,20.62714767,2.445112228,60.05414581,8.016289711,2278,64.54631805,28.82010078,68.82347107,16.59058571
2279,4.825669765,-57.52578735,-6.781645298,47.37606049,45.12510681,5.483666897,43.34411621,7.743885517,2279,70.24208832,15.78706837,60.43775558,29.12267876
2280,4.995776653,-57.57950592,-1.60395956,48.5579071,21.13929367,5.7175107,45.14337921,10.09421825,2280,71.40106964,14.55673409,64.67500305,22.64851379
2281,19.9691906,-57.8172493,-15.93000317,60.13081741,-9.241880417,29.41220284,26.2275486,5.649579525,2281,66.40361786,0.926060319,35.02267838,-27.86765289
2282,28.55663681,-54.54216766,-7.786126137,47.02583313,5.894269943,50.43709183,47.13633728,7.067045689,2282,69.55564117,20.25009918,46.40571976,-61.4979248
2283,29.64896011,-57.21880722,-10.45849609,47.61244202,13.89736366,54.85051346,45.57876205,5.276140213,2283,68.34983063,20.50535202,60.54343033,-60.80739212
2284,29.71849442,-58.41825485,-12.12552357,37.8999176,17.92503166,57.5817337,21.24713707,2.934576988,2284,68.51537323,17.47317314,66.40834808,-57.88539886
2285,27.56655502,-56.07980347,-14.10138035,37.2795372,1.534966469,47.37119675,12.52504826,4.384294033,2285,61.71906281,7.964392662,40.42869186,-57.83723068
2286,28.10198212,-55.64693069,-14.10139179,37.27955246,5.205965519,49.88035965,12.52507973,4.384295464,2286,61.71906281,7.964392185,45.54112244,-60.74614716
2287,28.12232399,-55.86879349,-18.8503418,36.51805115,5.109244823,49.87689972,2.938724279,13.77078915,2287,48.04649734,-7.058166027,46.00807953,-61.00693893
2288,16.15975571,-58.17687988,-27.04112625,40.2863884,2.94041419,4.182013512,0.71009028,37.86745453,2288,36.60791016,-45.71921921,61.30810165,-0.099044695
2289,19.78639412,-57.53397751,-34.7229538,35.61938095,-11.47525692,26.92775726,20.83345604,56.12117767,2289,60.54879379,-58.76810837,35.51753998,-25.53305054
2290,27.2810955,-56.68073273,-35.05294418,35.19298553,0.682965815,46.57462311,28.20371628,61.50394821,2290,69.16571808,-52.99772263,39.81054688,-57.32830048
2291,27.3237381,-58.64587402,-35.25386047,34.61189651,4.896366119,49.06813431,33.56255341,60.29721451,2291,71.66477966,-51.23882675,44.74991226,-59.86319733
2292,28.3337822,-56.04384232,-35.27432632,33.70017242,5.635938168,50.26654053,24.47925377,57.93112183,2292,60.79628372,-57.5165329,47.94535446,-61.71247864
2293,27.84003258,-54.82645035,-35.34474564,33.55404663,-0.019534159,46.14080429,20.29740906,54.06422806,2293,53.95614624,-56.71561432,39.02365112,-56.93075562
2294,24.74469185,-50.83064651,-35.23500443,35.24590683,-13.15026283,36.12231064,23.93276596,60.02170563,2294,65.96385956,-56.20130539,28.26915932,-49.67827606
2295,20.54904366,-44.52439117,-29.1239357,42.57482529,-12.52317429,12.54122066,1.813627958,43.34980392,2295,36.60554886,-51.01819229,34.87600708,-22.56129074
2296,14.9888916,-50.77209854,-28.57240295,43.07435989,7.235750675,-2.671298742,-0.003186679,43.18919373,2296,36.23487854,-50.54010391,64.03134918,-1.670880198
2297,9.276109695,-46.99355698,-27.47230911,43.59967041,44.97264481,10.46064568,-3.870127678,39.70910263,2297,33.20521927,-43.40006256,70.41796112,24.13137627
2298,13.93053722,-39.48599625,-22.85797119,46.13330078,29.64977455,7.165009499,-6.552710056,20.85431862,2298,36.97057343,-25.79276085,65.49573517,-2.764527321
2299,8.39690876,-45.89725494,-21.67267036,52.75603867,58.63386917,15.29159832,-10.79150677,18.79476357,2299,34.21575928,-26.0276413,62.86355972,31.74590492
2300,-2.148286104,-41.40610886,-19.62515831,54.40025711,79.39229584,4.524402618,-9.038435936,9.562590599,2300,43.73371506,-19.05639076,37.17018509,53.62732697
2301,2.710668802,-31.44411469,-20.025383,56.64086533,71.71761322,16.8121376,-13.29980183,18.62510681,2301,31.4517498,-28.18289566,60.720047,38.01741028
2302,-0.231497258,-41.44871902,-19.69494057,58.07151413,72.59663391,13.47337151,-13.00742722,17.42787552,2302,29.76321793,-29.15163612,49.47650909,42.35169983
2303,1.313709378,-53.60560989,-10.55159473,50.10778809,78.54244232,-1.876603484,22.43709564,3.533646584,2303,70.24941254,11.90111828,38.74027634,36.30321503
2304,8.257254601,-48.2872467,-14.62045574,51.41118622,57.84474945,14.97310257,3.850329161,3.929014444,2304,59.93696594,-5.708158493,59.76751328,34.00583267
2305,15.29420567,-48.03207397,-14.17673969,47.45714188,12.72829151,-5.599599361,13.96409893,3.166906834,2305,64.7550354,3.65725708,66.92746735,1.830322385
2306,9.195933342,-55.9179039,-15.23064041,47.40313721,20.14063454,2.420862436,5.319232464,4.577228069,2306,60.77442932,-2.555248737,68.24720001,17.20461464
2307,9.195915222,-55.91791916,-17.02879906,47.21941757,20.140625,2.420854807,-3.632821798,8.159864426,2307,55.44415665,-9.99450779,68.2472229,17.20461845
2308,16.03540039,-61.4951973,-18.40597725,54.44907761,2.708962202,9.687333107,-9.03448391,12.82879448,2308,43.09280396,-19.21322823,57.00756073,-2.184808254
2309,18.79322052,-60.94252396,-18.9341526,53.82534027,-10.11616135,26.59679413,-6.351899147,14.68593025,2309,43.10681152,-19.65773964,37.80840302,-25.86859512
2310,17.28554726,-61.51268768,-13.43278599,51.40476227,-7.102674007,18.95723534,9.776004791,-1.80574894,2310,66.09725189,1.827510118,45.4071579,-21.61143875
2311,16.3774147,-72.21531677,-9.64495182,49.34288025,-8.080600739,28.57823563,39.25291824,5.7858181,2311,69.87992096,22.18546295,38.25601959,-28.4666729
2312,16.58422279,-72.21498871,-11.31886578,46.97409439,-5.969340324,33.31613159,19.26823235,3.074840546,2312,68.88165283,12.35742283,32.70061874,-37.83280182
2313,17.54940224,-72.94643402,-15.13502407,47.02143097,9.762079239,46.70633698,2.836051226,4.454203129,2313,61.00625229,-1.55076623,44.78365707,-54.15102768
2314,24.79761696,-73.01599884,-18.59108734,47.33593369,16.74782753,55.40990067,-5.537595749,14.50416374,2314,50.65629959,-17.98283195,59.99785995,-59.38898087
2315,28.05985451,-59.17808151,-18.95328331,46.73926163,14.59158516,55.06430435,-1.508068323,14.96387768,2315,50.83644485,-18.52995491,60.69462967,-60.15102005
2316,28.75187874,-54.54767227,-18.65744972,39.20021057,7.24956131,51.52569199,-3.560035706,16.52231216,2316,50.9199295,-18.98103523,48.00016022,-61.94688034
2317,25.16980362,-56.10070419,-19.32325172,39.12273788,-4.392016888,41.87211227,-5.877099991,20.26771545,2317,45.37934494,-21.37799835,30.8113842,-49.59761429
2318,19.05149841,-55.58081055,-22.10301971,45.40786743,-12.03623009,26.43993568,-6.170121193,32.28486633,2318,34.52775192,-30.11428833,36.19629288,-24.82950592
2319,5.097310066,-57.73808289,-20.33421898,45.83145905,19.15909576,2.703899145,-6.763718605,19.40937996,2319,46.06129456,-20.23411179,65.37322998,20.13494873
2320,16.46149445,-51.9927597,-34.7146225,32.75418091,-2.401319265,3.254053116,26.73480225,60.34289932,2320,64.5752182,-54.812603,56.73830032,-9.465159416
2321,10.44480419,-45.17973328,-35.35020828,32.49662018,42.80315018,10.22298908,30.52907372,61.686409,2321,69.83332062,-51.41877747,70.98921967,16.84656143
2322,12.24261189,-41.98103333,-32.12788391,33.52988815,43.33314133,10.8791275,10.79015255,45.04763794,2322,44.31847,-52.84728241,72.38446808,14.1303196
2323,10.38870144,-51.17934036,-32.09552383,33.33026886,39.42497253,6.517495155,6.558598995,42.45868301,2323,39.58950424,-49.50590515,69.52225494,22.08953094
2324,10.39938545,-50.83951569,-21.21941185,31.31661415,39.92179871,6.932367325,1.543526173,14.5239439,2324,52.23661804,-5.065047264,69.39977264,22.62084198
2325,10.20038795,-49.77493668,-25.62503815,36.20043945,43.77238083,9.694777489,-4.329351425,29.21028137,2325,38.10920715,-31.69270897,68.39459991,24.86094284
2326,16.28391838,-43.58168793,-25.75718689,35.50722122,5.408376217,-3.350219965,-4.991047382,22.761446,2326,39.12971115,-31.43758392,56.08544159,-11.83611679
2327,15.08733273,-40.07806778,-24.35745621,42.52228546,8.168561935,-4.221649647,-7.470592976,29.29681396,2327,33.89060974,-41.56472397,56.59382248,-11.84117985
2328,14.34649181,-42.87779236,-26.00009727,40.09597397,25.89104462,6.779421806,-5.197999001,32.76578903,2328,34.77876663,-41.74323273,67.07818604,2.006767273
2329,14.64687061,-40.30576706,-32.18838501,45.1516037,11.71222496,-5.900198936,26.6317482,62.54604721,2329,71.89356995,-52.22195816,60.17295837,-7.930370808
2330,12.57023907,-43.05857468,-34.1760788,33.0602417,40.78648758,10.2846384,20.35943031,55.32201004,2330,54.91739655,-56.39677811,71.88578033,13.21938992
2331,-1.041523457,-41.67024994,-36.15975189,27.32868004,76.6160965,8.530651093,34.65831375,61.01467133,2331,69.67061615,-50.52109146,45.87974548,43.74614716
2332,8.451404572,-47.76363754,-36.04618454,27.41344643,57.6903801,14.68672657,33.05786133,61.54979706,2332,68.47935486,-51.16127777,61.74775696,31.87643623
2333,9.952748299,-45.75761795,-35.27334595,23.87714195,46.19060135,10.92934799,33.15681839,59.39840317,2333,61.52999878,-52.68857956,70.14363861,23.18125725
2334,9.223834991,-46.46747208,-37.16785049,30.8618679,49.45128632,11.05532932,50.23589706,60.44101715,2334,81.04959869,-32.00872421,67.01198578,26.98542786
2335,9.854411125,-46.04807281,-30.57444572,23.64237595,42.89958191,10.03713322,12.52596855,43.27346039,2335,43.3636055,-49.30202866,71.70912933,19.07986069
2336,11.29298401,-48.48123932,-35.24790573,30.86241722,27.85926819,5.237034321,34.39470673,60.2387886,2336,68.83001709,-50.89936066,71.08489227,12.63128948
2337,13.53760242,-51.80528641,-37.58298492,30.52822495,10.02169991,-2.278824091,47.57796478,61.68106842,2337,79.59668732,-35.23444748,65.34835815,3.411557198
2338,17.19505501,-58.41569519,-34.99637222,24.13274956,-2.731287241,6.971541405,26.74844551,58.86907196,2338,54.66674423,-54.0203476,57.81820297,-4.949860096
2339,18.74435997,-51.23929977,-35.70080566,23.51102257,-7.522469044,8.935483932,37.77005005,59.10458755,2339,65.97389221,-50.53244781,49.9980545,-17.83893204
2340,21.05399513,-46.67667007,-40.50691986,26.02417564,-10.21872807,12.82217598,56.89349747,52.16167068,2340,82.3103714,-27.02028465,42.07277298,-20.40793037
2341,24.58246803,-75.00374603,-40.45030594,26.01482201,28.18631554,63.02500534,50.29714966,60.09212875,2341,79.61351776,-33.70671082,71.18045044,-52.30415344
2342,23.19803047,-74.56555939,-35.82444382,26.59806824,28.46137238,62.5223732,33.25831985,60.44218826,2342,64.0761795,-53.24378204,68.50473785,-53.39910889
2343,23.0181694,-71.884552,-33.51379395,33.33095932,20.95881653,57.63140488,24.41964531,58.15628815,2343,55.10142136,-56.19726944,59.59004211,-59.28964615
2344,21.30269432,-69.84954071,-27.96932793,34.84752655,12.48222637,48.36472702,2.410968542,38.98925018,2344,35.46906662,-41.03561783,44.75886917,-55.75016022
2345,19.83872795,-69.37714386,-26.3455143,38.44771576,1.799681544,39.69477081,2.178339958,40.00692749,2345,34.37241745,-42.33758545,35.11116791,-42.24363708
2346,20.10633087,-69.23044586,-19.46751022,37.83907318,0.907936454,38.81266785,-5.62116003,24.68247414,2346,42.97369766,-24.25030899,32.6865654,-38.05056381
2347,17.9785099,-67.83757782,-18.02319717,37.37364578,-4.147371769,28.68310165,-2.254690409,18.19095993,2347,49.56075668,-6.768484592,43.1800499,-24.3444767
2348,16.31944656,-68.84703827,-27.80298233,34.48176193,-1.324739218,28.9096508,1.003226757,37.6217804,2348,34.94097519,-38.6432991,41.86543655,-28.49370193
2349,20.42473984,-72.73708344,-26.53822136,29.7352562,23.1457634,57.57740784,-0.328806937,27.60307884,2349,40.76909637,-32.00904465,54.11677551,-57.01481247
2350,25.06970024,-69.86703491,-31.72557449,36.54058456,32.03006744,63.97887421,16.5485611,51.95260239,2350,47.64079666,-55.87321854,71.6259079,-52.67857361
2351,22.59708595,-75.4559021,-32.09494019,45.11223221,32.42459106,63.37342834,28.31216049,62.25510025,2351,71.12068176,-52.51417923,69.4300766,-52.49559784
2352,19.95368958,-80.94749451,-25.13906479,40.59131622,49.35466385,60.78949738,1.024756312,28.65309715,2352,38.16679001,-48.12137985,79.47567749,-35.03194427
2353,20.13784599,-79.00722504,-24.23670387,28.68871307,50.21477127,60.7289238,12.37610531,11.90952015,2353,40.63579178,-32.92499161,80.19708252,-33.78212357
2354,19.67533302,-77.84218597,-25.46150589,28.40860558,41.95774078,62.8216629,7.744971752,15.69503307,2354,40.42596817,-34.53112411,75.24903107,-44.10653305
2355,20.02372742,-77.68373871,-32.58560181,33.31378937,41.84478378,63.08603287,12.75245953,46.02739716,2355,44.34676743,-52.57122803,75.7440567,-43.76971054
2356,1.520317316,-62.7728157,-33.08189774,33.44601822,3.130448103,25.24322128,18.96715927,53.60218811,2356,48.49684906,-55.44317245,43.98600388,-32.45924759
2357,15.16698265,-81.07164764,-32.89335632,33.50799561,35.13922119,58.32671738,18.71286201,53.07172012,2357,47.89566803,-55.20802307,55.67989731,-53.09696198
2358,17.36543274,-78.06613159,-25.86064911,29.33534241,31.91721344,60.04617691,0.928268671,25.73246384,2358,39.87826538,-34.10127258,56.36380768,-54.60944366
2359,19.10614395,-78.3939743,-26.43074417,29.00930214,44.98173141,61.82432556,1.002563357,29.48175812,2359,38.88677597,-37.71098709,75.09633636,-42.98434448
2360,18.04030228,-78.04519653,-34.30291367,36.16753387,38.72818756,60.77632904,31.78128433,63.35804749,2360,71.66049194,-51.64867401,68.06500244,-50.73070526
2361,15.85443497,-79.359375,-32.28654861,44.85982513,35.95075989,59.15766907,29.5224247,62.77563477,2361,71.51412964,-52.08491516,59.42621613,-52.8494339
2362,15.05576706,-80.71064758,-34.42928696,35.25575256,44.40494156,59.31146622,28.51918221,60.13622665,2362,67.66330719,-53.66766739,68.79833221,-47.56319809
